"","fips","SCC","Pollutant","Emissions","type","year"
"3427631","40133","2296000000","PM25-PRI",1000.32,"NONPOINT",1999
"381237","13089","10300601","PM25-PRI",1000.5,"POINT",1999
"11048962","12023","2810090000","PM25-PRI",1001.03,"NONPOINT",2005
"3652191","48323","2296000000","PM25-PRI",1001.08,"NONPOINT",1999
"2762167","47157","2610000500","PM25-PRI",1002.21,"NONPOINT",1999
"5138706","48021","2296000000","PM25-PRI",1002.25,"NONPOINT",2002
"10838774","48021","2296000000","PM25-PRI",1002.25,"NONPOINT",2005
"920036","18097","10200602","PM25-PRI",1002.44,"POINT",1999
"4937431","29009","2296000000","PM25-PRI",1002.51,"NONPOINT",2002
"10688534","29009","2296000000","PM25-PRI",1002.51,"NONPOINT",2005
"3355553","40019","2296000000","PM25-PRI",1003.16,"NONPOINT",1999
"1742271","34029","2294000000","PM25-PRI",1003.26,"NONPOINT",1999
"45162471","06065","2230074110","PM25-PRI",1003.68,"ON-ROAD",2008
"4946253","29101","2296000000","PM25-PRI",1003.9,"NONPOINT",2002
"11074179","29101","2296000000","PM25-PRI",1003.9,"NONPOINT",2005
"2927390","27015","2801000003","PM25-PRI",1003.91,"NONPOINT",1999
"1078685","05143","2296000000","PM25-PRI",1004.85,"NONPOINT",1999
"1649583","16057","2296000000","PM25-PRI",1004.97,"NONPOINT",1999
"1539971","06035","2296000000","PM25-PRI",1005.038,"NONPOINT",1999
"10898376","05011","2810090000","PM25-PRI",1005.39,"NONPOINT",2005
"720200","17049","2801000003","PM25-PRI",1005.51,"NONPOINT",1999
"4221226","49025","2810001000","PM25-PRI",1005.81,"NONPOINT",1999
"4385026","53053","2610000500","PM25-PRI",1005.91,"NONPOINT",1999
"4437065","10005","10100202","PM25-PRI",1006.67,"POINT",2002
"15887831","53009","2280003000","PM25-PRI",1006.71,"NON-ROAD",2005
"10420122","42073","10100202","PM25-PRI",1006.87,"POINT",2005
"16949891","17095","2801000003","PM25-PRI",1007.21,"NONPOINT",2008
"17119961","37151","2610030000","PM25-PRI",1007.47,"NONPOINT",2008
"1087019","22007","10200601","PM25-PRI",1008,"POINT",1999
"3326275","35037","2296000000","PM25-PRI",1008.2,"NONPOINT",1999
"4167860","46059","2801000003","PM25-PRI",1008.55,"NONPOINT",1999
"16594761","37155","2610030000","PM25-PRI",1008.9,"NONPOINT",2008
"5067447","40089","2296000000","PM25-PRI",1008.92,"NONPOINT",2002
"10947908","40089","2296000000","PM25-PRI",1008.92,"NONPOINT",2005
"2542922","37155","2801000003","PM25-PRI",1009.33,"NONPOINT",1999
"16479201","48021","2296000000","PM25-PRI",1009.69,"NONPOINT",2008
"10925538","12005","2810090000","PM25-PRI",1011.44,"NONPOINT",2005
"4009608","31155","2296000000","PM25-PRI",1011.61,"NONPOINT",1999
"10632570","01017","2810090000","PM25-PRI",1011.86,"NONPOINT",2005
"44907","25005","10100202","PM25-PRI",1012.027,"POINT",1999
"3904728","29189","2296000000","PM25-PRI",1012.13,"NONPOINT",1999
"4995019","35001","2311020000","PM25-PRI",1012.13,"NONPOINT",2002
"10975533","35001","2311020000","PM25-PRI",1012.13,"NONPOINT",2005
"3709680","48409","2801000003","PM25-PRI",1012.33,"NONPOINT",1999
"16648511","04021","2801000003","PM25-PRI",1012.52,"NONPOINT",2008
"2042403","42071","2801000003","PM25-PRI",1012.7,"NONPOINT",1999
"28083410","21145","10100202","PM25-PRI",1012.84,"POINT",2008
"10566044","40001","2810001000","PM25-PRI",1014.41,"NONPOINT",2005
"3921500","29221","2296000000","PM25-PRI",1015.81,"NONPOINT",1999
"4985805","33003","2104008000","PM25-PRI",1016.29,"NONPOINT",2002
"10663404","33003","2104008000","PM25-PRI",1016.29,"NONPOINT",2005
"16841771","45083","2296000000","PM25-PRI",1016.38,"NONPOINT",2008
"477971","13245","10200601","PM25-PRI",1017.24,"POINT",1999
"2903032","26151","2801000003","PM25-PRI",1017.29,"NONPOINT",1999
"10769201","22031","2810090000","PM25-PRI",1017.31,"NONPOINT",2005
"10932661","01035","2810090000","PM25-PRI",1017.72,"NONPOINT",2005
"4847022","20177","2296000000","PM25-PRI",1017.86,"NONPOINT",2002
"10982124","20177","2296000000","PM25-PRI",1017.86,"NONPOINT",2005
"243283","12033","2294000000","PM25-PRI",1017.96,"NONPOINT",1999
"3475277","48049","2296000000","PM25-PRI",1018.16,"NONPOINT",1999
"5143125","48067","2296000000","PM25-PRI",1019.43,"NONPOINT",2002
"10992512","48067","2296000000","PM25-PRI",1019.43,"NONPOINT",2005
"1299415","19197","2801000003","PM25-PRI",1019.44,"NONPOINT",1999
"5074610","40151","2801500170","PM25-PRI",1019.55,"NONPOINT",2002
"10732305","40151","2801500170","PM25-PRI",1019.55,"NONPOINT",2005
"4535991","28047","10100101","PM25-PRI",1019.56,"POINT",2002
"16497331","39035","2311020000","PM25-PRI",1019.66,"NONPOINT",2008
"706461","17031","2610000500","PM25-PRI",1019.8,"NONPOINT",1999
"2948363","27045","2296000000","PM25-PRI",1020.02,"NONPOINT",1999
"2988973","27105","2801000003","PM25-PRI",1020.16,"NONPOINT",1999
"10992642","04015","2810001000","PM25-PRI",1020.27,"NONPOINT",2005
"202703","01115","2810001000","PM25-PRI",1020.344,"NONPOINT",1999
"5171629","48347","2296000000","PM25-PRI",1020.86,"NONPOINT",2002
"10726125","48347","2296000000","PM25-PRI",1020.86,"NONPOINT",2005
"2973895","27083","2801000003","PM25-PRI",1021.07,"NONPOINT",1999
"10544048","51037","2810090000","PM25-PRI",1021.86,"NONPOINT",2005
"5143849","48073","2296000000","PM25-PRI",1022.29,"NONPOINT",2002
"10542118","48073","2296000000","PM25-PRI",1022.29,"NONPOINT",2005
"2700602","47071","10200601","PM25-PRI",1022.4,"POINT",1999
"3551671","48167","2296000000","PM25-PRI",1022.43,"NONPOINT",1999
"4999493","35041","2296000000","PM25-PRI",1022.54,"NONPOINT",2002
"10555581","35041","2296000000","PM25-PRI",1022.54,"NONPOINT",2005
"10612208","01125","2810090000","PM25-PRI",1022.58,"NONPOINT",2005
"2958991","27059","2296000000","PM25-PRI",1022.61,"NONPOINT",1999
"424663","13151","2296000000","PM25-PRI",1022.63,"NONPOINT",1999
"10389579","21041","10100212","PM25-PRI",1022.72,"POINT",2005
"4995797","34037","2104008000","PM25-PRI",1023,"NONPOINT",2002
"10888088","34037","2104008000","PM25-PRI",1023,"NONPOINT",2005
"2945839","27041","2296000000","PM25-PRI",1023.26,"NONPOINT",1999
"10905220","29207","2810090000","PM25-PRI",1023.44,"NONPOINT",2005
"3848663","29107","2296000000","PM25-PRI",1025,"NONPOINT",1999
"2356476","28059","10100223","PM25-PRI",1025.06,"POINT",1999
"10779389","01037","2810090000","PM25-PRI",1025.4,"NONPOINT",2005
"16311331","49005","2296000000","PM25-PRI",1025.55,"NONPOINT",2008
"4024925","31185","2801000003","PM25-PRI",1025.61,"NONPOINT",1999
"1168780","22121","2801500000","PM25-PRI",1025.71,"NONPOINT",1999
"4422242","06073","30500290","PM25-PRI",1026.07,"POINT",2002
"4701446","06027","2296000000","PM25-PRI",1026.23,"NONPOINT",2002
"10599816","06027","2296000000","PM25-PRI",1026.23,"NONPOINT",2005
"16286041","48067","2296000000","PM25-PRI",1027,"NONPOINT",2008
"732482","17067","2801000003","PM25-PRI",1027.21,"NONPOINT",1999
"10260819","39061","10100212","PM25-PRI",1027.38,"POINT",2005
"3883277","29161","2296000000","PM25-PRI",1027.76,"NONPOINT",1999
"10697588","05101","2810090000","PM25-PRI",1027.87,"NONPOINT",2005
"2613716","45045","2296000000","PM25-PRI",1028.06,"NONPOINT",1999
"16636411","48347","2296000000","PM25-PRI",1028.45,"NONPOINT",2008
"3539604","48149","2296000000","PM25-PRI",1028.83,"NONPOINT",1999
"5061427","40015","2296000000","PM25-PRI",1028.95,"NONPOINT",2002
"10828451","40015","2296000000","PM25-PRI",1028.95,"NONPOINT",2005
"381324","13089","2104008000","PM25-PRI",1029.1,"NONPOINT",1999
"1030822","05069","10100226","PM25-PRI",1029.223,"POINT",1999
"3796129","29031","2296000000","PM25-PRI",1029.59,"NONPOINT",1999
"4937924","29043","2296000000","PM25-PRI",1029.66,"NONPOINT",2002
"10708984","29043","2296000000","PM25-PRI",1029.66,"NONPOINT",2005
"16341481","48073","2296000000","PM25-PRI",1029.89,"NONPOINT",2008
"16732771","20177","2296000000","PM25-PRI",1030,"NONPOINT",2008
"13792755","06075","2280003000","PM25-PRI",1030.25,"NON-ROAD",2005
"4847795","20207","2801500170","PM25-PRI",1030.64,"NONPOINT",2002
"11029474","20207","2801500170","PM25-PRI",1030.64,"NONPOINT",2005
"1346187","20079","2801000003","PM25-PRI",1030.81,"NONPOINT",1999
"2849095","26081","2296000000","PM25-PRI",1030.82,"NONPOINT",1999
"5159131","48241","2296000000","PM25-PRI",1030.88,"NONPOINT",2002
"11006069","48241","2296000000","PM25-PRI",1030.88,"NONPOINT",2005
"10547449","13053","2810090000","PM25-PRI",1030.99,"NONPOINT",2005
"11076309","05139","2810090000","PM25-PRI",1030.99,"NONPOINT",2005
"4625942","48203","10100301","PM25-PRI",1031.28,"POINT",2002
"2583485","45007","2296000000","PM25-PRI",1031.32,"NONPOINT",1999
"16351111","08041","2296000000","PM25-PRI",1031.46,"NONPOINT",2008
"3395827","40087","2296000000","PM25-PRI",1031.58,"NONPOINT",1999
"4358339","53017","2801000003","PM25-PRI",1031.58,"NONPOINT",1999
"4348642","53005","2801000003","PM25-PRI",1032.16,"NONPOINT",1999
"10673629","48351","2810090000","PM25-PRI",1032.34,"NONPOINT",2005
"3940754","31025","2296000000","PM25-PRI",1032.72,"NONPOINT",1999
"3517648","48117","2801000003","PM25-PRI",1032.82,"NONPOINT",1999
"3850172","29109","2296000000","PM25-PRI",1033.27,"NONPOINT",1999
"1187194","19023","2801000003","PM25-PRI",1033.37,"NONPOINT",1999
"2341314","28033","2311030000","PM25-PRI",1034.15,"NONPOINT",1999
"16396131","04013","2302002000","PM25-PRI",1034.24,"NONPOINT",2008
"53236","25013","2104008051","PM25-PRI",1035,"NONPOINT",1999
"4268693","56037","30199999","PM25-PRI",1035.344,"POINT",1999
"1537680","06029","2275001000","PM25-PRI",1035.56,"NON-ROAD",1999
"1354723","20095","2801000003","PM25-PRI",1035.65,"NONPOINT",1999
"2091646","42129","2294000000","PM25-PRI",1035.83,"NONPOINT",1999
"10833891","01003","2810090000","PM25-PRI",1035.98,"NONPOINT",2005
"4782401","17073","2801000003","PM25-PRI",1036.45,"NONPOINT",2002
"10840866","17073","2801000003","PM25-PRI",1036.45,"NONPOINT",2005
"5182669","48459","2296000000","PM25-PRI",1036.61,"NONPOINT",2002
"11053959","48459","2296000000","PM25-PRI",1036.61,"NONPOINT",2005
"2578522","45003","10100212","PM25-PRI",1036.68,"POINT",1999
"4118944","38067","2801000003","PM25-PRI",1036.68,"NONPOINT",1999
"1658838","16071","2810001000","PM25-PRI",1037.091,"NONPOINT",1999
"4912041","27061","2296000000","PM25-PRI",1037.18,"NONPOINT",2002
"10722433","27061","2296000000","PM25-PRI",1037.18,"NONPOINT",2005
"17306701","06061","2104008300","PM25-PRI",1037.4,"NONPOINT",2008
"16664291","48029","2311020000","PM25-PRI",1037.5,"NONPOINT",2008
"62811","25021","2610000500","PM25-PRI",1037.75,"NONPOINT",1999
"4719317","09001","2104008000","PM25-PRI",1038.08,"NONPOINT",2002
"10961200","09001","2104008000","PM25-PRI",1038.08,"NONPOINT",2005
"17257491","48241","2296000000","PM25-PRI",1038.54,"NONPOINT",2008
"16896391","06097","2805001300","PM25-PRI",1038.58,"NONPOINT",2008
"11082915","37031","2810090000","PM25-PRI",1038.64,"NONPOINT",2005
"1014026","05041","2801000003","PM25-PRI",1038.71,"NONPOINT",1999
"1520335","04021","2801000003","PM25-PRI",1038.86,"NONPOINT",1999
"15093737","37031","2280003000","PM25-PRI",1039.61,"NON-ROAD",2005
"4844361","20169","2801500261","PM25-PRI",1039.96,"NONPOINT",2002
"11092528","20169","2801500261","PM25-PRI",1039.96,"NONPOINT",2005
"1555010","06069","2810015000","PM25-PRI",1040.066,"NONPOINT",1999
"10425769","19045","10100226","PM25-PRI",1040.64,"POINT",2005
"1758048","36007","10100202","PM25-PRI",1040.784,"POINT",1999
"2959076","27061","10100226","PM25-PRI",1041.432,"POINT",1999
"16565921","06021","2801500000","PM25-PRI",1041.54,"NONPOINT",2008
"800812","17155","10100202","PM25-PRI",1041.555,"POINT",1999
"3707774","48407","2296000000","PM25-PRI",1041.64,"NONPOINT",1999
"4654217","54073","10100202","PM25-PRI",1042.19,"POINT",2002
"4489283","21041","10100212","PM25-PRI",1042.28,"POINT",2002
"3341613","35059","2296000000","PM25-PRI",1042.42,"NONPOINT",1999
"135758910","24003","10100202","PM25-PRI",1042.66,"POINT",2008
"2964536","27067","2296000000","PM25-PRI",1042.7,"NONPOINT",1999
"7913363","06029","2275001000","PM25-PRI",1042.81,"NON-ROAD",2002
"17095941","06085","2294000000","PM25-PRI",1043.28,"NONPOINT",2008
"2920097","27005","2296000000","PM25-PRI",1043.35,"NONPOINT",1999
"115410","24510","2294000000","PM25-PRI",1043.61,"NONPOINT",1999
"1518393","04019","2296000000","PM25-PRI",1044.23,"NONPOINT",1999
"17105291","48459","2296000000","PM25-PRI",1044.31,"NONPOINT",2008
"5259939","56029","2810001000","PM25-PRI",1044.33,"NONPOINT",2002
"4647580","51167","10100202","PM25-PRI",1044.91,"POINT",2002
"17249381","35041","2296000000","PM25-PRI",1045.65,"NONPOINT",2008
"3451122","48013","2296000000","PM25-PRI",1045.91,"NONPOINT",1999
"10528674","49053","2810001000","PM25-PRI",1046.27,"NONPOINT",2005
"2095234","42133","2294000000","PM25-PRI",1046.32,"NONPOINT",1999
"750082","17091","2801000003","PM25-PRI",1047.46,"NONPOINT",1999
"4748568","13139","2296000000","PM25-PRI",1048.31,"NONPOINT",2002
"10926685","13139","2296000000","PM25-PRI",1048.31,"NONPOINT",2005
"4257999","56021","30100199","PM25-PRI",1049.343,"POINT",1999
"3314379","35019","2296000000","PM25-PRI",1049.68,"NONPOINT",1999
"44911","25005","10100212","PM25-PRI",1050.52,"POINT",1999
"16537911","40143","2296000000","PM25-PRI",1050.75,"NONPOINT",2008
"14557209","24047","2280003000","PM25-PRI",1050.76,"NON-ROAD",2005
"16247361","24031","2311020000","PM25-PRI",1050.95,"NONPOINT",2008
"4702541","06037","2296000000","PM25-PRI",1051.01,"NONPOINT",2002
"10763620","06037","2296000000","PM25-PRI",1051.01,"NONPOINT",2005
"10293287","54073","10100202","PM25-PRI",1051.17,"POINT",2005
"1312658","20021","2801000003","PM25-PRI",1051.48,"NONPOINT",1999
"1624283","16019","2801500130","PM25-PRI",1051.506,"NONPOINT",1999
"10697567","12079","2810090000","PM25-PRI",1051.87,"NONPOINT",2005
"3505777","48097","2296000000","PM25-PRI",1052.31,"NONPOINT",1999
"4190773","46103","2810001000","PM25-PRI",1052.68,"NONPOINT",1999
"1618247","16011","2801500111","PM25-PRI",1052.699,"NONPOINT",1999
"297681","12101","2810001000","PM25-PRI",1052.92,"NONPOINT",1999
"3945133","31033","2801000003","PM25-PRI",1053.03,"NONPOINT",1999
"4701795","06021","2801500000","PM25-PRI",1053.07,"NONPOINT",2002
"10577182","06021","2801500000","PM25-PRI",1053.07,"NONPOINT",2005
"5102433","45083","2296000000","PM25-PRI",1053.82,"NONPOINT",2002
"10542069","45083","2296000000","PM25-PRI",1053.82,"NONPOINT",2005
"5044290","38097","2801000003","PM25-PRI",1053.86,"NONPOINT",2002
"10868154","38097","2801000003","PM25-PRI",1053.86,"NONPOINT",2005
"5224483","53033","2610000500","PM25-PRI",1055,"NONPOINT",2002
"10709837","53033","2610000500","PM25-PRI",1055,"NONPOINT",2005
"5106664","46013","2801000003","PM25-PRI",1055.29,"NONPOINT",2002
"10558340","46013","2801000003","PM25-PRI",1055.29,"NONPOINT",2005
"3731562","48449","10100202","PM25-PRI",1055.332,"POINT",1999
"833348","17195","2801000003","PM25-PRI",1055.42,"NONPOINT",1999
"4881395","23019","2104008000","PM25-PRI",1056.13,"NONPOINT",2002
"10886928","23019","2104008000","PM25-PRI",1056.13,"NONPOINT",2005
"17149081","29019","2296000000","PM25-PRI",1056.39,"NONPOINT",2008
"16441731","37057","2610030000","PM25-PRI",1056.57,"NONPOINT",2008
"181673","01089","2296000000","PM25-PRI",1056.83,"NONPOINT",1999
"10464378","48449","10100301","PM25-PRI",1057.08,"POINT",2005
"4965242","30081","2296000000","PM25-PRI",1057.36,"NONPOINT",2002
"10613548","30081","2296000000","PM25-PRI",1057.36,"NONPOINT",2005
"5079796","41043","2801500000","PM25-PRI",1057.73,"NONPOINT",2002
"10732396","41043","2801500000","PM25-PRI",1057.73,"NONPOINT",2005
"5258520","56035","2296000000","PM25-PRI",1057.85,"NONPOINT",2002
"10934317","56035","2296000000","PM25-PRI",1057.85,"NONPOINT",2005
"1721743","34007","2294000000","PM25-PRI",1058.06,"NONPOINT",1999
"5062342","40021","2296000000","PM25-PRI",1059.44,"NONPOINT",2002
"10760677","40021","2296000000","PM25-PRI",1059.44,"NONPOINT",2005
"17310581","15009","2801500000","PM25-PRI",1060.36,"NONPOINT",2008
"3960861","31059","2801000003","PM25-PRI",1060.41,"NONPOINT",1999
"284795","12087","2810015000","PM25-PRI",1060.88,"NONPOINT",1999
"2948425","27045","2801000003","PM25-PRI",1061.19,"NONPOINT",1999
"1537718","06029","2294000000","PM25-PRI",1062.588,"NONPOINT",1999
"5071466","40135","2296000000","PM25-PRI",1062.62,"NONPOINT",2002
"11019542","40135","2296000000","PM25-PRI",1062.62,"NONPOINT",2005
"1534370","06023","2104008010","PM25-PRI",1062.72,"NONPOINT",1999
"4880461","23011","2104008000","PM25-PRI",1062.98,"NONPOINT",2002
"10662267","23011","2104008000","PM25-PRI",1062.98,"NONPOINT",2005
"4445512","15003","10100401","PM25-PRI",1063.69,"POINT",2002
"4952709","29187","2296000000","PM25-PRI",1063.77,"NONPOINT",2002
"10920061","29187","2296000000","PM25-PRI",1063.77,"NONPOINT",2005
"1085267","22005","10200602","PM25-PRI",1064,"POINT",1999
"10292154","45063","10100212","PM25-PRI",1064.6,"POINT",2005
"16805231","16001","2296000000","PM25-PRI",1064.64,"NONPOINT",2008
"5260061","56031","2296000000","PM25-PRI",1064.8,"NONPOINT",2002
"10569359","56031","2296000000","PM25-PRI",1064.8,"NONPOINT",2005
"10635295","06107","2810001001","PM25-PRI",1065.2,"NONPOINT",2005
"5157248","48221","2296000000","PM25-PRI",1065.25,"NONPOINT",2002
"10916909","48221","2296000000","PM25-PRI",1065.25,"NONPOINT",2005
"10533874","13087","2810090000","PM25-PRI",1065.4,"NONPOINT",2005
"238830","12031","10100202","PM25-PRI",1065.486,"POINT",1999
"1996223","42017","2294000000","PM25-PRI",1065.88,"NONPOINT",1999
"640064","21177","10100202","PM25-PRI",1066.341,"POINT",1999
"17390141","13139","2102008000","PM25-PRI",1067.2,"NONPOINT",2008
"16345331","06089","2810015000","PM25-PRI",1067.69,"NONPOINT",2008
"13893449","12086","2280003000","PM25-PRI",1068.4,"NON-ROAD",2005
"11014726","20127","2810090000","PM25-PRI",1069.57,"NONPOINT",2005
"2931920","27021","2296000000","PM25-PRI",1069.92,"NONPOINT",1999
"1350739","20089","2801000003","PM25-PRI",1069.96,"NONPOINT",1999
"20241801","TR207","2810015000","PM25-PRI",1070.27,"NONPOINT",2008
"28081410","21145","10100202","PM25-PRI",1070.39,"POINT",2008
"11052465","40113","2810090000","PM25-PRI",1070.78,"NONPOINT",2005
"10554175","40077","2810090000","PM25-PRI",1071.02,"NONPOINT",2005
"4236306","49047","2810001000","PM25-PRI",1071.75,"NONPOINT",1999
"16723431","06093","2104008300","PM25-PRI",1071.84,"NONPOINT",2008
"2704860","47075","2801000003","PM25-PRI",1072.02,"NONPOINT",1999
"1526749","06001","2311020000","PM25-PRI",1072.18,"NONPOINT",1999
"10454069","51550","10100212","PM25-PRI",1072.79,"POINT",2005
"17220801","48221","2296000000","PM25-PRI",1073.16,"NONPOINT",2008
"984977","18181","2801000003","PM25-PRI",1073.25,"NONPOINT",1999
"1397666","20171","2801000003","PM25-PRI",1073.35,"NONPOINT",1999
"16855171","40089","2296000000","PM25-PRI",1073.51,"NONPOINT",2008
"28081810","21145","10100202","PM25-PRI",1073.59,"POINT",2008
"4987802","33011","2102008000","PM25-PRI",1073.84,"NONPOINT",2002
"10777845","33011","2102008000","PM25-PRI",1073.84,"NONPOINT",2005
"5034477","38003","2801000003","PM25-PRI",1074.29,"NONPOINT",2002
"10868127","38003","2801000003","PM25-PRI",1074.29,"NONPOINT",2005
"5079668","41043","2296000000","PM25-PRI",1074.31,"NONPOINT",2002
"10910006","41043","2296000000","PM25-PRI",1074.31,"NONPOINT",2005
"11052393","13317","2810090000","PM25-PRI",1074.63,"NONPOINT",2005
"135469","01027","2810015000","PM25-PRI",1074.866,"NONPOINT",1999
"5040712","38055","2801000003","PM25-PRI",1074.93,"NONPOINT",2002
"10984898","38055","2801000003","PM25-PRI",1074.93,"NONPOINT",2005
"17148491","04001","2296000000","PM25-PRI",1075.23,"NONPOINT",2008
"2823265","26049","2294000000","PM25-PRI",1075.27,"NONPOINT",1999
"922169","18097","2610000500","PM25-PRI",1075.7,"NONPOINT",1999
"10323618","55079","10100202","PM25-PRI",1076.56,"POINT",2005
"28084210","21145","10100202","PM25-PRI",1076.59,"POINT",2008
"2439254","37021","2294000000","PM25-PRI",1076.76,"NONPOINT",1999
"5068772","40081","2296000000","PM25-PRI",1077.19,"NONPOINT",2002
"10750316","40081","2296000000","PM25-PRI",1077.19,"NONPOINT",2005
"3037027","27173","2801000003","PM25-PRI",1077.21,"NONPOINT",1999
"1061141","05117","2801000003","PM25-PRI",1077.57,"NONPOINT",1999
"5063615","40041","2296000000","PM25-PRI",1077.64,"NONPOINT",2002
"10828452","40041","2296000000","PM25-PRI",1077.64,"NONPOINT",2005
"10823769","37151","2810090000","PM25-PRI",1077.66,"NONPOINT",2005
"3323445","35033","2296000000","PM25-PRI",1077.69,"NONPOINT",1999
"320011","12127","2296000000","PM25-PRI",1077.97,"NONPOINT",1999
"3684635","48369","2801000003","PM25-PRI",1078.01,"NONPOINT",1999
"135898410","24017","10100212","PM25-PRI",1078.11,"POINT",2008
"11079623","28047","2810090000","PM25-PRI",1078.83,"NONPOINT",2005
"753566","17095","2801000003","PM25-PRI",1078.95,"NONPOINT",1999
"1550351","06059","2311020000","PM25-PRI",1079.52,"NONPOINT",1999
"16983501","06071","2311020000","PM25-PRI",1079.99,"NONPOINT",2008
"4325297","41043","2296000000","PM25-PRI",1080.19,"NONPOINT",1999
"1403971","20179","2801000003","PM25-PRI",1080.27,"NONPOINT",1999
"5066434","40051","2296000000","PM25-PRI",1080.83,"NONPOINT",2002
"10934090","40051","2296000000","PM25-PRI",1080.83,"NONPOINT",2005
"1604134","02232","2810001000","PM25-PRI",1081.01,"NONPOINT",1999
"10554154","22119","2810090000","PM25-PRI",1081.31,"NONPOINT",2005
"4326990","41047","2104008001","PM25-PRI",1081.363,"NONPOINT",1999
"44821","25003","2296000000","PM25-PRI",1081.76,"NONPOINT",1999
"16622661","37179","2610030000","PM25-PRI",1082.99,"NONPOINT",2008
"11096412","41037","2810090000","PM25-PRI",1083.34,"NONPOINT",2005
"10456279","17157","10100203","PM25-PRI",1083.36,"POINT",2005
"1499219","08123","2294000000","PM25-PRI",1083.45,"NONPOINT",1999
"16492511","56011","2296000000","PM25-PRI",1083.75,"NONPOINT",2008
"1027214","05063","10100226","PM25-PRI",1083.979,"POINT",1999
"5070184","40121","2296000000","PM25-PRI",1084.01,"NONPOINT",2002
"10845414","40121","2296000000","PM25-PRI",1084.01,"NONPOINT",2005
"3669705","48349","2296000000","PM25-PRI",1084.33,"NONPOINT",1999
"10463411","22049","10200902","PM25-PRI",1084.72,"POINT",2005
"4889757","25013","2296000000","PM25-PRI",1084.96,"NONPOINT",2002
"10951192","25013","2296000000","PM25-PRI",1084.96,"NONPOINT",2005
"11099768","05099","2810090000","PM25-PRI",1085.35,"NONPOINT",2005
"16538381","06065","2294000000","PM25-PRI",1085.35,"NONPOINT",2008
"4391102","53061","2610000500","PM25-PRI",1085.41,"NONPOINT",1999
"85263","24013","2104008000","PM25-PRI",1086.87,"NONPOINT",1999
"4713287","08041","2104008010","PM25-PRI",1087.01,"NONPOINT",2002
"10901925","08041","2104008010","PM25-PRI",1087.01,"NONPOINT",2005
"11052412","12073","2810090000","PM25-PRI",1087.19,"NONPOINT",2005
"5039226","38035","2801000003","PM25-PRI",1087.39,"NONPOINT",2002
"10704940","38035","2801000003","PM25-PRI",1087.39,"NONPOINT",2005
"3820231","29069","2801000003","PM25-PRI",1087.83,"NONPOINT",1999
"16847261","13169","2810015000","PM25-PRI",1088.08,"NONPOINT",2008
"3714862","48419","2296000000","PM25-PRI",1088.6,"NONPOINT",1999
"1536420","06027","2296000000","PM25-PRI",1088.673,"NONPOINT",1999
"3432086","40139","2801000003","PM25-PRI",1088.76,"NONPOINT",1999
"10898436","48057","2810090000","PM25-PRI",1088.84,"NONPOINT",2005
"5080096","41059","2801000003","PM25-PRI",1089.19,"NONPOINT",2002
"10919419","41059","2801000003","PM25-PRI",1089.19,"NONPOINT",2005
"4945390","29113","2296000000","PM25-PRI",1090.23,"NONPOINT",2002
"10712412","29113","2296000000","PM25-PRI",1090.23,"NONPOINT",2005
"17242371","13071","2810015000","PM25-PRI",1091.16,"NONPOINT",2008
"2951586","27049","2296000000","PM25-PRI",1091.3,"NONPOINT",1999
"1565593","06089","2810015000","PM25-PRI",1091.736,"NONPOINT",1999
"3674768","48355","2296000000","PM25-PRI",1092.87,"NONPOINT",1999
"37195010","12017","10100202","PM25-PRI",1093.1,"POINT",2008
"10792869","48261","2810090000","PM25-PRI",1093.22,"NONPOINT",2005
"10680437","47161","2810090000","PM25-PRI",1093.46,"NONPOINT",2005
"4241454","49053","2311030000","PM25-PRI",1093.64,"NONPOINT",1999
"4631854","48331","10100302","PM25-PRI",1093.64,"POINT",2002
"10431335","22011","10200902","PM25-PRI",1093.7,"POINT",2005
"835995","17197","2801000003","PM25-PRI",1094,"NONPOINT",1999
"4582905","39061","10100212","PM25-PRI",1094,"POINT",2002
"5071120","40105","2801500170","PM25-PRI",1094.13,"NONPOINT",2002
"10582147","40105","2801500170","PM25-PRI",1094.13,"NONPOINT",2005
"16629811","40015","2296000000","PM25-PRI",1094.82,"NONPOINT",2008
"3914320","29209","2296000000","PM25-PRI",1094.86,"NONPOINT",1999
"5044941","38103","2801000003","PM25-PRI",1095.65,"NONPOINT",2002
"10790096","38103","2801000003","PM25-PRI",1095.65,"NONPOINT",2005
"146246","01043","2296000000","PM25-PRI",1095.69,"NONPOINT",1999
"4793795","17183","2801000003","PM25-PRI",1095.87,"NONPOINT",2002
"10950121","17183","2801000003","PM25-PRI",1095.87,"NONPOINT",2005
"1555763","06071","2103004000","PM25-PRI",1096.001,"NONPOINT",1999
"1352731","20091","2296000000","PM25-PRI",1096.11,"NONPOINT",1999
"414308","13135","2296000000","PM25-PRI",1096.3,"NONPOINT",1999
"5172198","48373","2296000000","PM25-PRI",1096.74,"NONPOINT",2002
"10784284","48373","2296000000","PM25-PRI",1096.74,"NONPOINT",2005
"10258246","17137","10100202","PM25-PRI",1097.34,"POINT",2005
"1081306","05147","2801000003","PM25-PRI",1097.67,"NONPOINT",1999
"4461488","17157","10100203","PM25-PRI",1098.39,"POINT",2002
"2983219","27097","2296000000","PM25-PRI",1098.43,"NONPOINT",1999
"4391021","53061","2294000000","PM25-PRI",1098.91,"NONPOINT",1999
"4887848","25009","2102008000","PM25-PRI",1098.94,"NONPOINT",2002
